open_date,close_date,duration,open_range,close_range,initial_momentum,side,returns,equity_curve
2019-01-10 06:05:00+00:00,2019-01-11 00:55:00+00:00,227,0.5236476682082827,9.632044388503857,-0.03291538181040654,-1,13.791946308724839,1.3467086976809512
2019-01-12 17:20:00+00:00,2019-01-12 17:50:00+00:00,7,1.1766565160607019,1.1801991500628375,0.04164374033502538,-1,-1.0,1.3332416107041418
2019-01-12 21:35:00+00:00,2019-01-12 22:25:00+00:00,11,1.1983772494459688,1.259990667802588,0.018178099383131308,-1,-1.0,1.3199091945971004
2019-01-12 23:00:00+00:00,2019-01-12 23:55:00+00:00,12,1.2708331047278179,1.3659102409429131,0.08131396892257348,-1,-1.0,1.3067101026511294
2019-01-13 00:55:00+00:00,2019-01-13 04:00:00+00:00,38,1.3652348556030347,1.5119246665039272,0.02573588759012857,-1,-0.6860371267150882,1.2977455862084057
2019-01-13 15:05:00+00:00,2019-01-14 01:15:00+00:00,123,1.0215257382354521,8.611518757618713,0.007535745637744062,-1,5.333333333333329,1.3669586841395205
2019-01-19 10:05:00+00:00,2019-01-19 10:05:00+00:00,1,1.6691128735872771,1.9982274640462978,0.3332139570943031,1,-1.0,1.3532890972981253
2019-01-20 06:20:00+00:00,2019-01-20 09:35:00+00:00,40,1.2944515538279748,1.4928429355448787,0.028046719239821494,-1,-0.7337953526294264,1.343358724794511
2019-01-20 11:35:00+00:00,2019-01-21 06:15:00+00:00,225,1.3404305492419337,2.3939236744085646,0.1464054396501424,-1,2.634880803011285,1.3787546259496988
2019-01-22 11:40:00+00:00,2019-01-22 11:40:00+00:00,1,1.4083553735510064,1.5586045315183306,0.2808908784281985,-1,-1.0,1.3649670796902018
2019-01-23 16:00:00+00:00,2019-01-23 17:40:00+00:00,21,1.0565664465965827,1.2296556972582176,0.08668814234367628,-1,-1.0,1.3513174088932998
2019-01-23 18:35:00+00:00,2019-01-23 21:55:00+00:00,41,1.2371726026910876,2.5150085969326366,0.007516905432870091,-1,0.5130397605814524,1.3582502044925815
2019-01-24 19:55:00+00:00,2019-01-25 05:05:00+00:00,111,0.990306744047564,0.9255206091319506,0.021537862535897734,1,-0.17174753112924246,1.3559174432998076
2019-01-25 10:15:00+00:00,2019-01-25 11:15:00+00:00,13,0.9329601423468515,1.1231930876580185,0.007439533214900984,-1,-1.0,1.3423582688668094
2019-01-25 18:10:00+00:00,2019-01-25 22:15:00+00:00,50,1.0937001907381614,1.2214640904445901,0.008439798103956786,-1,-0.17383746197305766,1.3400247473216258
2019-01-26 06:40:00+00:00,2019-01-26 11:10:00+00:00,55,0.6410662165182669,1.250831817132667,0.02137496857967125,1,-0.04315925766076578,1.3394464025882113
2019-01-26 21:00:00+00:00,2019-01-27 02:10:00+00:00,63,0.7817500089913625,1.3366517091446861,0.007205134263468138,-1,-0.08680555555555061,1.338283688697076
2019-01-27 05:10:00+00:00,2019-01-27 16:00:00+00:00,131,1.2378851009324388,2.1280885219290058,0.0086717983183906,-1,0.873743993010048,1.3499768620365
2019-01-30 12:40:00+00:00,2019-01-30 12:40:00+00:00,1,1.3451237515395076,1.5933928430505888,0.10112522799484713,1,-1.0,1.336477093416135
2019-02-02 07:00:00+00:00,2019-02-02 09:55:00+00:00,36,1.0983143382520157,1.2518547191729026,0.016045279297915105,-1,-1.0,1.3231123224819736
2019-02-02 11:45:00+00:00,2019-02-02 15:40:00+00:00,48,1.3088828227743095,1.4755321420078586,0.057028103601406865,1,-0.8391608391608445,1.3120092820135933
2019-02-02 23:20:00+00:00,2019-02-03 04:55:00+00:00,68,1.491486715538313,2.238932937607284,0.015954573530454264,1,1.07426436244746,1.3261037301622682
2019-02-04 09:05:00+00:00,2019-02-04 09:20:00+00:00,4,1.3039683649730665,1.3428285067807568,0.015555466600760237,1,-1.0,1.3128426928606456
